InvoiceNo,StockCode,Description,Category,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,Revenue
507875,P1114,Bluetooth Speaker,Fashion,3,2025-07-02 18:01:00,48.46,10765.0,France,145.38
531169,P1020,Shampoo,Sports,5,2025-07-02 18:05:00,28.74,11380.0,Australia,143.7
512474,P1109,Novel,Fashion,1,2025-07-02 18:05:00,38.05,10004.0,India,38.05
530662,P1115,Smart Watch,Sports,4,2025-07-02 18:06:00,126.54,11336.0,India,506.16
512242,P1067,Notebook,Home & Kitchen,2,2025-07-02 18:14:00,30.47,11368.0,India,60.94
519224,P1001,Wireless Headphones,Electronics,4,2025-07-02 18:21:00,109.97,11629.0,United Kingdom,439.88
525122,P1109,Novel,Fashion,5,2025-07-02 18:35:00,36.12,11158.0,France,180.6
524435,P1108,Bedsheet,Home & Kitchen,5,2025-07-02 19:06:00,58.75,11397.0,Netherlands,293.75
525737,P1013,Running Shoes,Sports,2,2025-07-02 19:23:00,41.59,10417.0,Spain,83.18
502107,P1080,Bedsheet,Beauty,5,2025-07-02 19:41:00,65.54,12439.0,United Kingdom,327.7
516285,P1055,Board Game,Office,3,2025-07-02 19:45:00,1.93,12040.0,Canada,5.79
523167,P1051,Coffee Mug,Sports,2,2025-07-02 19:47:00,110.44,10092.0,India,220.88
523354,P1111,Board Game,Office,4,2025-07-02 20:03:00,45.85,10140.0,United Kingdom,183.4
511199,P1107,Coffee Mug,Beauty,3,2025-07-02 20:29:00,52.07,10538.0,United States,156.21
513090,P1002,Bluetooth Speaker,Home & Kitchen,3,2025-07-02 20:43:00,133.8,12000.0,India,401.4
526632,P1110,Study Guide,Office,4,2025-07-02 20:52:00,42.22,12043.0,Australia,168.88
508996,P1074,Moisturizer,Home & Kitchen,2,2025-07-02 21:12:00,11.09,10055.0,United Kingdom,22.18
507116,P1096,Pen Set,Beauty,2,2025-07-02 21:29:00,62.06,12060.0,India,124.12
513864,P1042,Yoga Mat,Beauty,5,2025-07-02 21:34:00,88.26,12177.0,United Kingdom,441.3
516111,P1029,Wireless Headphones,Electronics,3,2025-07-02 21:48:00,151.91,11786.0,France,455.73
509574,P1095,Notebook,Toys,5,2025-07-03 08:00:00,18.62,10184.0,Australia,93.1
509843,P1106,Storage Box,Beauty,1,2025-07-03 08:03:00,11.1,10632.0,United Kingdom,11.1
527950,P1048,Shampoo,Books,3,2025-07-03 08:04:00,20.79,11270.0,Canada,62.37
516831,P1081,Novel,Fashion,3,2025-07-03 08:09:00,112.14,10042.0,Germany,336.42
500259,P1102,Moisturizer,Fashion,4,2025-07-03 08:30:00,66.6,10617.0,United Kingdom,266.4
510167,P1071,T-Shirt,Fashion,3,2025-07-03 08:40:00,32.66,12489.0,India,97.98
529600,P1103,Lip Balm,Electronics,2,2025-07-03 08:51:00,58.27,12403.0,United States,116.54
502342,P1090,Keyboard,Office,6,2025-07-03 09:22:00,48.45,10338.0,Spain,290.7
505841,P1047,Lip Balm,Fashion,2,2025-07-03 10:01:00,48.59,12382.0,France,97.18
501090,P1101,Face Wash,Beauty,5,2025-07-03 10:09:00,54.78,10290.0,United States,273.9
502758,P1056,Building Blocks,Office,4,2025-07-03 10:11:00,19.94,11802.0,United Kingdom,79.76
515027,P1003,Smart Watch,Fashion,3,2025-07-03 10:30:00,93.09,12483.0,United Kingdom,279.27
516771,P1018,Moisturizer,Office,5,2025-07-03 10:33:00,63.97,12084.0,United States,319.85
531398,P1119,Wireless Mouse,Fashion,1,2025-07-03 10:36:00,105.15,12412.0,India,105.15
517000,P1030,Bluetooth Speaker,Fashion,3,2025-07-03 10:46:00,56.47,12127.0,India,169.41
509468,P1037,Water Bottle,Sports,2,2025-07-03 11:11:00,35.76,10348.0,India,71.52
504287,P1037,Water Bottle,Sports,4,2025-07-03 11:26:00,41.29,10726.0,Germany,165.16
520823,P1031,Smart Watch,Beauty,5,2025-07-03 11:35:00,65.9,11558.0,Italy,329.5
530147,P1059,Smart Watch,Home & Kitchen,3,2025-07-03 11:43:00,46.02,10688.0,India,138.06
523409,P1043,T-Shirt,Toys,1,2025-07-03 11:45:00,6.21,10847.0,Spain,6.21
528079,P1050,Storage Box,Electronics,2,2025-07-03 12:03:00,156.74,11318.0,Spain,313.48
505480,P1061,Power Bank,Home & Kitchen,5,2025-07-03 12:21:00,38.14,11127.0,India,190.7
519376,P1069,Running Shoes,Fashion,3,2025-07-03 12:22:00,41.22,12399.0,United Kingdom,123.66
508271,P1081,Novel,Fashion,1,2025-07-03 12:34:00,100.38,12281.0,India,100.38
521291,P1094,Backpack,Office,3,2025-07-03 13:15:00,63.54,11987.0,India,190.62
500855,P1021,Cookware Set,Sports,3,2025-07-03 13:35:00,116.3,11481.0,United States,348.9
508907,P1047,Lip Balm,Fashion,2,2025-07-03 13:45:00,48.86,10204.0,Germany,97.72
528842,P1106,Storage Box,Beauty,4,2025-07-03 13:51:00,12.36,10184.0,India,49.44
506672,P1065,Water Bottle,Office,5,2025-07-03 13:58:00,6.15,11786.0,Netherlands,30.75
528120,P1089,Power Bank,Home & Kitchen,4,2025-07-03 13:58:00,15.04,12278.0,United Kingdom,60.16
523496,P1029,Wireless Headphones,Electronics,4,2025-07-03 14:01:00,154.49,10850.0,United Kingdom,617.96
518487,P1063,Wireless Mouse,Office,3,2025-07-03 14:22:00,42.38,10167.0,United Kingdom,127.14
530242,P1058,Bluetooth Speaker,Books,1,2025-07-03 14:46:00,18.48,11661.0,India,18.48
518209,P1023,Coffee Mug,Electronics,3,2025-07-03 15:15:00,87.98,11890.0,France,263.94
519877,P1011,Notebook,Electronics,4,2025-07-03 15:35:00,72.52,10554.0,United Kingdom,290.08
519041,P1028,Building Blocks,Home & Kitchen,1,2025-07-03 15:54:00,130.33,10604.0,United Kingdom,130.33
527362,P1067,Notebook,Home & Kitchen,2,2025-07-03 15:55:00,26.75,10774.0,India,53.5
524833,P1043,T-Shirt,Toys,3,2025-07-03 16:02:00,6.71,11578.0,Netherlands,20.13
511189,P1059,Smart Watch,Home & Kitchen,3,2025-07-03 16:22:00,45.34,10552.0,India,136.02
515207,P1019,Lip Balm,Fashion,3,2025-07-03 16:34:00,105.16,12365.0,India,315.48
503970,P1088,USB Cable,Office,7,2025-07-03 16:45:00,21.22,10684.0,Netherlands,148.54
529368,P1055,Board Game,Office,4,2025-07-03 16:56:00,2.16,11661.0,India,8.64
511232,P1008,Desk Lamp,Fashion,5,2025-07-03 16:56:00,79.34,11134.0,France,396.7
503925,P1116,USB Cable,Fashion,3,2025-07-03 17:07:00,16.53,10177.0,Australia,49.59
510541,P1007,Wireless Mouse,Books,3,2025-07-03 17:30:00,9.8,11910.0,Italy,29.4
501285,P1105,Cookware Set,Office,3,2025-07-03 17:46:00,8.92,11574.0,India,26.76
528828,P1093,Water Bottle,Sports,4,2025-07-03 17:58:00,116.65,11710.0,United Kingdom,466.6
513195,P1075,Lip Balm,Electronics,4,2025-07-03 18:01:00,64.82,11196.0,France,259.28
512141,P1073,Face Wash,Home & Kitchen,3,2025-07-03 18:06:00,83.27,10373.0,Germany,249.81
516737,P1100,Jeans,Toys,1,2025-07-03 18:06:00,36.97,10994.0,Germany,36.97
506399,P1001,Wireless Headphones,Electronics,2,2025-07-03 18:15:00,106.65,10249.0,United Kingdom,213.3
515811,P1108,Bedsheet,Home & Kitchen,6,2025-07-03 18:19:00,52.83,11488.0,Canada,316.98
519150,P1058,Bluetooth Speaker,Books,2,2025-07-03 18:21:00,16.44,10887.0,Canada,32.88
531240,P1058,Bluetooth Speaker,Books,2,2025-07-03 18:28:00,17.94,10554.0,India,35.88
531385,P1065,Water Bottle,Office,2,2025-07-03 18:28:00,7.26,12213.0,United Kingdom,14.52
520637,P1029,Wireless Headphones,Electronics,2,2025-07-03 18:33:00,143.08,12297.0,India,286.16
501600,P1052,Bedsheet,Home & Kitchen,1,2025-07-03 18:47:00,26.44,10947.0,India,26.44
519916,P1054,Study Guide,Beauty,4,2025-07-03 19:14:00,76.6,10665.0,United Kingdom,306.4
506577,P1013,Running Shoes,Sports,3,2025-07-03 19:16:00,37.25,11738.0,India,111.75
514976,P1090,Keyboard,Office,3,2025-07-03 19:21:00,55.68,10798.0,Italy,167.04
501205,P1036,Desk Lamp,Office,2,2025-07-03 19:44:00,14.99,11136.0,Netherlands,29.98
525526,P1098,Yoga Mat,Books,6,2025-07-03 19:45:00,6.78,10712.0,United Kingdom,40.68
512832,P1039,Notebook,Home & Kitchen,7,2025-07-03 19:50:00,126.71,12289.0,Italy,886.97
525424,P1034,Keyboard,Beauty,5,2025-07-03 19:55:00,53.91,10580.0,United Kingdom,269.55
509054,P1039,Notebook,Home & Kitchen,4,2025-07-03 19:59:00,139.25,12208.0,India,557.0
530142,P1063,Wireless Mouse,Office,3,2025-07-03 20:00:00,39.33,10928.0,Netherlands,117.99
516010,P1061,Power Bank,Home & Kitchen,1,2025-07-03 20:08:00,34.66,11518.0,Australia,34.66
527011,P1005,Power Bank,Sports,2,2025-07-03 20:09:00,111.98,12288.0,United States,223.96
530803,P1062,Keyboard,Office,5,2025-07-03 20:15:00,32.44,12168.0,Canada,162.2
501635,P1055,Board Game,Office,2,2025-07-03 20:27:00,2.3,10007.0,France,4.6
506846,P1002,Bluetooth Speaker,Home & Kitchen,4,2025-07-03 20:28:00,117.47,12242.0,India,469.88
522307,P1079,Coffee Mug,Fashion,2,2025-07-03 20:28:00,112.23,11135.0,Italy,224.46
502083,P1080,Bedsheet,Beauty,2,2025-07-03 20:38:00,65.5,11118.0,United Kingdom,131.0
530566,P1056,Building Blocks,Office,3,2025-07-03 20:38:00,21.01,11617.0,India,63.03
519547,P1005,Power Bank,Sports,4,2025-07-03 20:43:00,109.55,10961.0,India,438.2
509957,P1008,Desk Lamp,Fashion,2,2025-07-03 21:06:00,80.16,11241.0,India,160.32
506185,P1009,Water Bottle,Fashion,4,2025-07-03 21:09:00,45.1,11175.0,India,180.4
525909,P1060,USB Cable,Fashion,3,2025-07-03 21:15:00,67.57,10310.0,United Kingdom,202.71
528969,P1073,Face Wash,Home & Kitchen,2,2025-07-04 08:02:00,74.22,12427.0,United Kingdom,148.44
508838,P1077,Cookware Set,Office,7,2025-07-04 08:15:00,58.75,11735.0,United Kingdom,411.25
504323,P1001,Wireless Headphones,Electronics,3,2025-07-04 08:25:00,102.77,11910.0,India,308.31
520922,P1050,Storage Box,Electronics,2,2025-07-04 08:34:00,174.56,11506.0,India,349.12
525396,P1112,Building Blocks,Electronics,5,2025-07-04 08:38:00,113.91,12297.0,India,569.55
524909,P1100,Jeans,Toys,7,2025-07-04 08:39:00,32.92,12003.0,India,230.44
526655,P1020,Shampoo,Sports,3,2025-07-04 08:59:00,27.17,12281.0,Spain,81.51
523342,P1074,Moisturizer,Home & Kitchen,1,2025-07-04 09:00:00,9.91,11758.0,Spain,9.91
528949,P1024,Bedsheet,Toys,3,2025-07-04 09:15:00,96.64,11181.0,Australia,289.92
509210,P1115,Smart Watch,Sports,2,2025-07-04 09:24:00,115.6,11915.0,United States,231.2
506460,P1005,Power Bank,Sports,2,2025-07-04 09:44:00,120.01,10683.0,India,240.02
501271,P1077,Cookware Set,Office,2,2025-07-04 09:47:00,52.52,10395.0,India,105.04
508258,P1091,Wireless Mouse,Books,6,2025-07-04 09:48:00,22.08,11663.0,United Kingdom,132.48
525695,P1057,Wireless Headphones,Fashion,4,2025-07-04 09:54:00,59.94,12126.0,United Kingdom,239.76
501015,P1064,Desk Lamp,Toys,4,2025-07-04 10:02:00,67.41,11094.0,Spain,269.64
521531,P1120,Desk Lamp,Fashion,3,2025-07-04 10:03:00,62.0,10926.0,Netherlands,186.0
500473,P1002,Bluetooth Speaker,Home & Kitchen,3,2025-07-04 10:11:00,122.46,11409.0,France,367.38
521297,P1004,USB Cable,Electronics,4,2025-07-04 10:43:00,82.34,11994.0,United Kingdom,329.36
510567,P1038,Backpack,Electronics,3,2025-07-04 11:02:00,40.89,11057.0,India,122.67
529659,P1041,Running Shoes,Electronics,2,2025-07-04 11:06:00,114.55,10778.0,Canada,229.1
503543,P1059,Smart Watch,Home & Kitchen,2,2025-07-04 11:08:00,42.98,11609.0,United States,85.96
525318,P1030,Bluetooth Speaker,Fashion,3,2025-07-04 11:13:00,63.19,12322.0,India,189.57
503259,P1065,Water Bottle,Office,2,2025-07-04 11:17:00,7.23,10372.0,France,14.46
519961,P1036,Desk Lamp,Office,2,2025-07-04 11:27:00,16.1,12350.0,India,32.2
514362,P1112,Building Blocks,Electronics,4,2025-07-04 11:32:00,124.06,11843.0,India,496.24
526518,P1001,Wireless Headphones,Electronics,3,2025-07-04 11:35:00,108.4,10303.0,United Kingdom,325.2
530608,P1058,Bluetooth Speaker,Books,5,2025-07-04 11:36:00,16.79,10211.0,Italy,83.95
514113,P1051,Coffee Mug,Sports,4,2025-07-04 11:42:00,121.73,10428.0,Canada,486.92
521742,P1032,USB Cable,Home & Kitchen,2,2025-07-04 11:43:00,40.46,12205.0,India,80.92
514857,P1049,Cookware Set,Electronics,3,2025-07-04 11:46:00,46.66,10252.0,India,139.98
516692,P1042,Yoga Mat,Beauty,2,2025-07-04 12:01:00,72.11,11756.0,India,144.22
518186,P1039,Notebook,Home & Kitchen,1,2025-07-04 12:06:00,124.18,10040.0,India,124.18
516053,P1079,Coffee Mug,Fashion,5,2025-07-04 12:11:00,102.54,11362.0,India,512.7
522848,P1005,Power Bank,Sports,6,2025-07-04 12:34:00,121.63,12365.0,Germany,729.78
529876,P1055,Board Game,Office,6,2025-07-04 12:41:00,2.09,12470.0,India,12.54
510743,P1005,Power Bank,Sports,6,2025-07-04 12:45:00,103.22,11768.0,India,619.32
500668,P1103,Lip Balm,Electronics,3,2025-07-04 12:47:00,63.35,12360.0,United Kingdom,190.05
531070,P1035,Unknown Product,Books,3,2025-07-04 12:55:00,42.17,11251.0,France,126.51
518752,P1044,Jeans,Toys,2,2025-07-04 13:02:00,60.44,12410.0,United Kingdom,120.88
510079,P1066,Backpack,Toys,3,2025-07-04 13:18:00,98.75,11758.0,India,296.25
503381,P1005,Power Bank,Sports,2,2025-07-04 13:21:00,117.41,11119.0,India,234.82
501832,P1058,Bluetooth Speaker,Books,3,2025-07-04 13:28:00,18.22,11525.0,India,54.66
515588,P1069,Running Shoes,Fashion,4,2025-07-04 13:37:00,46.77,11357.0,India,187.08
518378,P1038,Backpack,Electronics,6,2025-07-04 13:44:00,47.58,10640.0,United States,285.48
507033,P1090,Keyboard,Office,2,2025-07-04 13:46:00,52.13,12494.0,India,104.26
503860,P1022,Storage Box,Office,2,2025-07-04 14:06:00,4.25,11703.0,United Kingdom,8.5
527884,P1077,Cookware Set,Office,4,2025-07-04 14:14:00,63.76,11311.0,Germany,255.04
515805,P1049,Cookware Set,Electronics,5,2025-07-04 14:24:00,50.11,11129.0,Netherlands,250.55
528487,P1076,Shampoo,Fashion,2,2025-07-04 14:31:00,88.07,12285.0,United Kingdom,176.14
501384,P1039,Notebook,Home & Kitchen,5,2025-07-04 14:31:00,130.21,11828.0,Australia,651.05
505695,P1061,Power Bank,Home & Kitchen,6,2025-07-04 14:46:00,27.01,12143.0,Australia,162.06
519608,P1090,Keyboard,Office,5,2025-07-04 14:52:00,52.63,12062.0,India,263.15
500078,P1105,Cookware Set,Office,1,2025-07-04 14:57:00,9.02,12167.0,United Kingdom,9.02
517872,P1022,Storage Box,Office,3,2025-07-04 15:18:00,4.42,10178.0,India,13.26
509089,P1107,Coffee Mug,Beauty,4,2025-07-04 15:20:00,50.54,11073.0,India,202.16
507057,P1061,Power Bank,Home & Kitchen,3,2025-07-04 15:26:00,32.67,10585.0,India,98.01
504509,P1056,Building Blocks,Office,3,2025-07-04 15:40:00,18.21,12360.0,India,54.63
504186,P1059,Smart Watch,Home & Kitchen,4,2025-07-04 15:45:00,46.67,12041.0,United Kingdom,186.68
530281,P1006,Keyboard,Sports,3,2025-07-04 15:51:00,135.09,11100.0,India,405.27
523217,P1041,Running Shoes,Electronics,3,2025-07-04 15:54:00,119.65,11240.0,United Kingdom,358.95
519240,P1089,Power Bank,Home & Kitchen,6,2025-07-04 16:07:00,16.26,10906.0,United Kingdom,97.56
523687,P1117,Power Bank,Beauty,2,2025-07-04 16:08:00,57.63,12341.0,United Kingdom,115.26
519328,P1113,Wireless Headphones,Fashion,4,2025-07-04 16:13:00,115.89,12050.0,Australia,463.56
527295,P1096,Pen Set,Beauty,2,2025-07-04 16:16:00,68.08,10369.0,United Kingdom,136.16
509156,P1018,Moisturizer,Office,2,2025-07-04 16:28:00,51.66,11893.0,Germany,103.32
529141,P1054,Study Guide,Beauty,6,2025-07-04 16:34:00,75.03,10279.0,India,450.18
514162,P1086,Bluetooth Speaker,Books,1,2025-07-04 16:34:00,45.48,11099.0,United Kingdom,45.48
510400,P1097,Running Shoes,Office,8,2025-07-04 16:53:00,47.02,12297.0,Germany,376.16
506366,P1103,Lip Balm,Electronics,2,2025-07-04 16:58:00,56.38,12079.0,United Kingdom,112.76
528528,P1069,Running Shoes,Fashion,3,2025-07-04 17:42:00,39.19,11898.0,India,117.57
517390,P1050,Storage Box,Electronics,7,2025-07-04 17:50:00,164.56,11597.0,India,1151.92
510891,P1052,Bedsheet,Home & Kitchen,1,2025-07-04 17:51:00,21.58,12427.0,United Kingdom,21.58
510172,P1080,Bedsheet,Beauty,1,2025-07-04 18:05:00,63.2,11138.0,United Kingdom,63.2
514077,P1045,Face Wash,Beauty,6,2025-07-04 18:18:00,44.54,12412.0,India,267.24
504861,P1038,Backpack,Electronics,4,2025-07-04 18:33:00,44.84,11022.0,India,179.36
509098,P1116,USB Cable,Fashion,2,2025-07-04 18:41:00,15.54,12047.0,India,31.08
513196,P1055,Board Game,Office,4,2025-07-04 18:44:00,2.08,12229.0,United Kingdom,8.32
513767,P1066,Backpack,Toys,3,2025-07-04 18:49:00,84.75,10372.0,India,254.25
504945,P1104,Shampoo,Home & Kitchen,1,2025-07-04 19:30:00,24.18,11094.0,India,24.18
512719,P1082,Study Guide,Home & Kitchen,3,2025-07-04 19:30:00,97.56,10934.0,United Kingdom,292.68
514729,P1106,Storage Box,Beauty,2,2025-07-04 19:33:00,13.32,10787.0,India,26.64
528904,P1108,Bedsheet,Home & Kitchen,2,2025-07-04 20:05:00,55.0,10137.0,India,110.0
503913,P1049,Cookware Set,Electronics,2,2025-07-04 20:15:00,49.36,10826.0,India,98.72
511884,P1068,Pen Set,Toys,1,2025-07-04 20:19:00,80.08,10251.0,United Kingdom,80.08
529712,P1111,Board Game,Office,1,2025-07-04 20:19:00,42.14,10019.0,United Kingdom,42.14
530974,P1015,T-Shirt,Electronics,2,2025-07-04 20:38:00,215.8,10647.0,United Kingdom,431.6
513355,P1045,Face Wash,Beauty,3,2025-07-04 20:45:00,44.93,11441.0,United States,134.79
503673,P1021,Cookware Set,Sports,5,2025-07-04 21:05:00,123.35,12365.0,United States,616.75
526520,P1063,Wireless Mouse,Office,3,2025-07-04 21:07:00,35.25,10076.0,United Kingdom,105.75
520803,P1010,Backpack,Beauty,3,2025-07-04 21:29:00,55.35,10838.0,United Kingdom,166.05
519651,P1013,Running Shoes,Sports,3,2025-07-04 21:30:00,38.84,10854.0,Netherlands,116.52
529611,P1065,Water Bottle,Office,4,2025-07-04 21:41:00,7.53,11355.0,Italy,30.12
505732,P1080,Bedsheet,Beauty,4,2025-07-05 08:03:00,71.63,10853.0,Spain,286.52
525222,P1052,Bedsheet,Home & Kitchen,4,2025-07-05 08:23:00,23.53,10756.0,United Kingdom,94.12
515687,P1030,Bluetooth Speaker,Fashion,4,2025-07-05 08:25:00,67.82,10853.0,India,271.28
520752,P1031,Smart Watch,Beauty,4,2025-07-05 08:36:00,73.73,11069.0,Australia,294.92
519824,P1068,Pen Set,Toys,5,2025-07-05 08:51:00,84.6,11037.0,United States,423.0
516776,P1096,Pen Set,Beauty,5,2025-07-05 08:52:00,62.1,12297.0,Canada,310.5
525739,P1065,Water Bottle,Office,2,2025-07-05 08:58:00,6.3,12234.0,India,12.6
519323,P1020,Shampoo,Sports,4,2025-07-05 09:07:00,26.75,11979.0,India,107.0
530517,P1003,Smart Watch,Fashion,2,2025-07-05 09:22:00,94.88,12117.0,India,189.76
512717,P1113,Wireless Headphones,Fashion,2,2025-07-05 09:22:00,110.78,11334.0,Germany,221.56
524519,P1110,Study Guide,Office,2,2025-07-05 09:24:00,44.92,10085.0,United Kingdom,89.84
501227,P1038,Backpack,Electronics,5,2025-07-05 09:33:00,45.54,10985.0,Netherlands,227.7
516804,P1086,Bluetooth Speaker,Books,1,2025-07-05 09:39:00,39.3,11503.0,India,39.3
507053,P1023,Coffee Mug,Electronics,2,2025-07-05 09:41:00,103.97,12446.0,United Kingdom,207.94
511856,P1024,Bedsheet,Toys,1,2025-07-05 09:56:00,86.24,11798.0,India,86.24
523503,P1060,USB Cable,Fashion,4,2025-07-05 09:59:00,54.15,10488.0,Italy,216.6
507255,P1066,Backpack,Toys,2,2025-07-05 10:01:00,82.76,11119.0,United Kingdom,165.52
527598,P1071,T-Shirt,Fashion,3,2025-07-05 10:23:00,30.94,11745.0,United States,92.82
512337,P1093,Water Bottle,Sports,2,2025-07-05 10:26:00,110.98,10606.0,India,221.96
526831,P1098,Yoga Mat,Books,5,2025-07-05 10:30:00,6.87,12054.0,India,34.35
529353,P1075,Lip Balm,Electronics,4,2025-07-05 10:32:00,59.73,11726.0,Australia,238.92
513808,P1094,Backpack,Office,6,2025-07-05 10:39:00,48.74,12453.0,Canada,292.44
518138,P1073,Face Wash,Home & Kitchen,3,2025-07-05 10:41:00,85.27,11519.0,United Kingdom,255.81
528582,P1085,Wireless Headphones,Books,5,2025-07-05 10:46:00,32.34,10984.0,India,161.7
511945,P1060,USB Cable,Fashion,3,2025-07-05 10:49:00,62.59,12392.0,Australia,187.77
500294,P1064,Desk Lamp,Toys,3,2025-07-05 10:57:00,63.33,11805.0,Australia,189.99
515664,P1031,Smart Watch,Beauty,1,2025-07-05 11:16:00,81.96,11053.0,Australia,81.96
512680,P1034,Keyboard,Beauty,2,2025-07-05 11:19:00,44.73,12115.0,India,89.46
528637,P1070,Yoga Mat,Beauty,4,2025-07-05 11:35:00,53.73,10927.0,United Kingdom,214.92
521065,P1076,Shampoo,Fashion,4,2025-07-05 11:38:00,96.54,10119.0,United Kingdom,386.16
514620,P1036,Desk Lamp,Office,3,2025-07-05 11:40:00,13.9,11238.0,United States,41.7
529679,P1114,Bluetooth Speaker,Fashion,4,2025-07-05 11:41:00,44.11,10873.0,United States,176.44
513914,P1054,Study Guide,Beauty,4,2025-07-05 12:02:00,69.11,11396.0,France,276.44
513647,P1106,Storage Box,Beauty,3,2025-07-05 12:12:00,11.97,11578.0,India,35.91
524634,P1068,Pen Set,Toys,1,2025-07-05 12:21:00,77.3,11376.0,India,77.3
516461,P1030,Bluetooth Speaker,Fashion,5,2025-07-05 12:22:00,61.76,10754.0,Netherlands,308.8
510569,P1098,Yoga Mat,Books,5,2025-07-05 12:23:00,6.96,11146.0,India,34.8
515406,P1058,Bluetooth Speaker,Books,1,2025-07-05 12:29:00,19.88,11417.0,United Kingdom,19.88
501656,P1115,Smart Watch,Sports,7,2025-07-05 12:32:00,130.15,10249.0,India,911.05
513147,P1070,Yoga Mat,Beauty,2,2025-07-05 12:32:00,64.91,11608.0,United Kingdom,129.82
528155,P1032,USB Cable,Home & Kitchen,5,2025-07-05 12:36:00,34.67,10339.0,France,173.35
500611,P1114,Bluetooth Speaker,Fashion,3,2025-07-05 12:39:00,47.67,11836.0,Canada,143.01
517344,P1067,Notebook,Home & Kitchen,2,2025-07-05 12:57:00,29.47,12321.0,Spain,58.94
509230,P1006,Keyboard,Sports,3,2025-07-05 13:07:00,136.88,10913.0,United Kingdom,410.64
503011,P1110,Study Guide,Office,5,2025-07-05 13:08:00,40.39,12217.0,India,201.95
508178,P1048,Shampoo,Books,1,2025-07-05 13:44:00,24.67,12112.0,United Kingdom,24.67
514091,P1060,USB Cable,Fashion,1,2025-07-05 13:49:00,54.92,10375.0,Australia,54.92
503964,P1090,Keyboard,Office,2,2025-07-05 13:50:00,53.75,10731.0,India,107.5
511832,P1094,Backpack,Office,5,2025-07-05 13:59:00,54.21,12127.0,United Kingdom,271.05
530205,P1095,Notebook,Toys,1,2025-07-05 14:11:00,20.0,10017.0,India,20.0
503376,P1056,Building Blocks,Office,5,2025-07-05 14:34:00,17.74,11338.0,United Kingdom,88.7
527799,P1083,Board Game,Office,5,2025-07-05 14:37:00,39.17,10593.0,Netherlands,195.85
530883,P1094,Backpack,Office,6,2025-07-05 14:49:00,57.91,10525.0,United Kingdom,347.46
517099,P1023,Coffee Mug,Electronics,4,2025-07-05 14:54:00,87.88,12399.0,India,351.52
509360,P1095,Notebook,Toys,3,2025-07-05 15:00:00,16.9,11503.0,France,50.7
514222,P1059,Smart Watch,Home & Kitchen,2,2025-07-05 15:22:00,42.88,10996.0,United Kingdom,85.76
525001,P1047,Lip Balm,Fashion,5,2025-07-05 15:37:00,46.6,10444.0,United Kingdom,233.0
512324,P1093,Water Bottle,Sports,1,2025-07-05 16:06:00,105.67,10735.0,United Kingdom,105.67
510594,P1080,Bedsheet,Beauty,4,2025-07-05 16:07:00,65.0,10931.0,India,260.0
509980,P1072,Jeans,Beauty,3,2025-07-05 16:12:00,18.65,11614.0,India,55.95
514371,P1107,Coffee Mug,Beauty,2,2025-07-05 16:22:00,47.08,10263.0,India,94.16
530858,P1045,Face Wash,Beauty,7,2025-07-05 16:28:00,48.46,10454.0,India,339.22
525626,P1056,Building Blocks,Office,1,2025-07-05 16:30:00,17.81,11858.0,India,17.81
528264,P1102,Moisturizer,Fashion,1,2025-07-05 17:00:00,66.39,10812.0,India,66.39
514086,P1035,Wireless Mouse,Books,4,2025-07-05 17:15:00,49.11,11936.0,India,196.44
514556,P1022,Storage Box,Office,3,2025-07-05 17:32:00,3.93,11326.0,Australia,11.79
507955,P1118,Keyboard,Fashion,3,2025-07-05 17:33:00,122.06,11127.0,United Kingdom,366.18
507595,P1077,Cookware Set,Office,2,2025-07-05 17:36:00,51.29,11414.0,India,102.58
522603,P1057,Wireless Headphones,Fashion,4,2025-07-05 17:47:00,70.37,11678.0,United Kingdom,281.48
505871,P1091,Wireless Mouse,Books,6,2025-07-05 17:56:00,21.86,11706.0,United Kingdom,131.16
520638,P1035,Wireless Mouse,Books,6,2025-07-05 18:00:00,47.32,10186.0,India,283.92
521574,P1120,Desk Lamp,Fashion,5,2025-07-05 18:01:00,75.07,11167.0,United Kingdom,375.35
509278,P1031,Smart Watch,Beauty,6,2025-07-05 18:03:00,67.1,10509.0,Spain,402.6
530974,P1030,Bluetooth Speaker,Fashion,2,2025-07-05 18:06:00,62.61,11134.0,United Kingdom,125.22
517595,P1059,Smart Watch,Home & Kitchen,1,2025-07-05 18:08:00,50.92,12066.0,Netherlands,50.92
531162,P1062,Keyboard,Office,4,2025-07-05 18:09:00,31.09,11372.0,United Kingdom,124.36
510495,P1029,Wireless Headphones,Electronics,4,2025-07-05 18:14:00,138.14,10941.0,India,552.56
521850,P1046,Moisturizer,Sports,3,2025-07-05 18:14:00,109.04,11224.0,India,327.12
523945,P1061,Power Bank,Home & Kitchen,3,2025-07-05 18:17:00,24.03,10783.0,United Kingdom,72.09
517556,P1012,Pen Set,Electronics,4,2025-07-05 18:24:00,155.09,11013.0,India,620.36
510087,P1091,Wireless Mouse,Books,3,2025-07-05 18:35:00,20.48,12419.0,United Kingdom,61.44
513304,P1086,Bluetooth Speaker,Books,1,2025-07-05 18:45:00,38.42,12000.0,India,38.42
527526,P1114,Bluetooth Speaker,Fashion,4,2025-07-05 19:21:00,44.02,11661.0,India,176.08
524475,P1055,Board Game,Office,3,2025-07-05 19:58:00,2.08,11289.0,United Kingdom,6.24
