CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment
10478.0,400,5,914.18,1,1,1,111,Lost Customers
10479.0,37,13,2354.52,3,3,3,333,Potential Loyalists
10480.0,2,106,21129.4,5,5,5,555,Champions
10481.0,49,19,2777.94,2,4,3,243,At Risk
10482.0,1,35,6839.14,5,5,5,555,Champions
10483.0,18,25,5756.48,4,4,5,445,Champions
10484.0,14,31,6340.18,4,5,5,455,Champions
10485.0,30,14,2611.86,3,3,3,333,Potential Loyalists
10486.0,30,14,2625.1,3,3,3,333,Potential Loyalists
10487.0,142,8,1347.51,1,2,2,122,Lost Customers
10488.0,7,26,6334.48,5,4,5,545,Champions
10489.0,6,6,1486.88,5,1,2,512,Potential Loyalists
10490.0,19,21,4288.28,4,4,4,444,Champions
10491.0,3,33,5575.67,5,5,5,555,Champions
10492.0,156,25,4276.57,1,4,4,144,At Risk
10493.0,84,16,4327.2,1,3,4,134,At Risk
10494.0,5,22,3428.17,5,4,4,544,Champions
10495.0,16,16,4090.32,4,3,4,434,Big Spenders
10496.0,3,29,5465.53,5,5,4,554,Champions
10497.0,128,5,546.53,1,1,1,111,Lost Customers
10498.0,18,11,2001.68,4,2,2,422,Potential Loyalists
10499.0,3,3,354.3,5,1,1,511,Potential Loyalists
10500.0,34,2,487.04999999999995,3,1,1,311,Potential Loyalists
10501.0,20,37,5792.52,3,5,5,355,Loyal Customers
10502.0,14,28,5798.74,4,5,5,455,Champions
10503.0,24,6,1208.3600000000001,3,1,1,311,Potential Loyalists
10504.0,89,4,1099.52,1,1,1,111,Lost Customers
10506.0,98,7,1893.03,1,1,2,112,Lost Customers
10507.0,8,92,21184.89,4,5,5,455,Champions
10508.0,13,19,5214.72,4,4,4,444,Champions
10509.0,3,10,2029.05,5,2,2,522,Potential Loyalists
10510.0,52,23,5025.39,2,4,4,244,At Risk
10511.0,198,9,1730.86,1,2,2,122,Lost Customers
10512.0,12,15,3213.94,4,3,3,433,Potential Loyalists
10513.0,35,16,2397.91,3,3,3,333,Potential Loyalists
10514.0,77,14,2986.1,2,3,3,233,At Risk
10515.0,6,35,5534.86,5,5,4,554,Champions
10516.0,14,16,3185.14,4,3,3,433,Potential Loyalists
10517.0,64,21,4202.3,2,4,4,244,At Risk
10518.0,54,7,1318.42,2,1,2,212,Lost Customers
10519.0,22,28,5550.76,3,5,4,354,Loyal Customers
10520.0,12,56,12992.21,4,5,5,455,Champions
10521.0,104,4,683.98,1,1,1,111,Lost Customers
10522.0,76,11,2206.29,2,2,2,222,Lost Customers
10523.0,49,43,9901.75,2,5,5,255,At Risk
10524.0,42,18,3067.59,2,4,3,243,At Risk
10525.0,21,49,10366.9,3,5,5,355,Loyal Customers
10526.0,2,14,3414.03,5,3,3,533,Potential Loyalists
10527.0,9,50,8575.34,4,5,5,455,Champions
10528.0,8,18,2519.33,4,4,3,443,Loyal Customers
10529.0,43,23,5473.3,2,4,4,244,At Risk
10530.0,3,48,11203.98,5,5,5,555,Champions
10531.0,19,12,2863.06,4,3,3,433,Potential Loyalists
10532.0,97,7,1437.99,1,1,2,112,Lost Customers
10533.0,8,7,2118.7799999999997,4,1,2,412,Potential Loyalists
10534.0,37,12,2423.96,3,3,3,333,Potential Loyalists
10535.0,121,5,932.8000000000001,1,1,1,111,Lost Customers
10536.0,21,26,4812.59,3,4,4,344,Loyal Customers
10537.0,19,9,1727.72,4,2,2,422,Potential Loyalists
10538.0,2,51,9327.21,5,5,5,555,Champions
10539.0,172,3,1283.57,1,1,1,111,Lost Customers
10540.0,73,4,396.48,2,1,1,211,Lost Customers
10541.0,207,4,858.2700000000001,1,1,1,111,Lost Customers
10542.0,70,5,827.5,2,1,1,211,Lost Customers
10543.0,25,20,3302.98,3,4,3,343,Loyal Customers
10544.0,64,6,736.41,2,1,1,211,Lost Customers
10545.0,26,12,2495.61,3,3,3,333,Potential Loyalists
10546.0,1,7,1318.41,5,1,2,512,Potential Loyalists
10547.0,21,17,3619.52,3,3,4,334,Potential Loyalists
10548.0,8,8,1005.62,4,2,1,421,Potential Loyalists
10549.0,19,29,5897.45,4,5,5,455,Champions
10550.0,16,26,4160.2,4,4,4,444,Champions
10551.0,11,32,7526.11,4,5,5,455,Champions
10552.0,49,29,4559.28,2,5,4,254,At Risk
10553.0,36,16,4052.15,3,3,4,334,Potential Loyalists
10554.0,6,85,16185.93,5,5,5,555,Champions
10555.0,8,15,2629.13,4,3,3,433,Potential Loyalists
10556.0,19,10,1968.83,4,2,2,422,Potential Loyalists
10557.0,33,12,3924.13,3,3,4,334,Potential Loyalists
10558.0,11,12,3414.04,4,3,3,433,Potential Loyalists
10559.0,36,8,1976.85,3,2,2,322,Potential Loyalists
10560.0,25,4,783.06,3,1,1,311,Potential Loyalists
10561.0,33,15,2729.31,3,3,3,333,Potential Loyalists
10562.0,14,19,2576.4,4,4,3,443,Loyal Customers
10563.0,108,10,1615.71,1,2,2,122,Lost Customers
10564.0,10,9,1617.07,4,2,2,422,Potential Loyalists
10565.0,13,34,6961.21,4,5,5,455,Champions
10566.0,3,27,5824.78,5,4,5,545,Champions
10567.0,33,12,2884.69,3,3,3,333,Potential Loyalists
10568.0,44,6,1097.46,2,1,1,211,Lost Customers
10569.0,155,7,1791.31,1,1,2,112,Lost Customers
10570.0,56,12,3058.02,2,3,3,233,At Risk
10571.0,549,2,499.49,1,1,1,111,Lost Customers
10572.0,82,9,1681.19,1,2,2,122,Lost Customers
10573.0,20,15,2812.02,3,3,3,333,Potential Loyalists
10574.0,55,4,813.15,2,1,1,211,Lost Customers
10575.0,44,11,992.62,2,2,1,221,Lost Customers
10576.0,4,9,1447.4,5,2,2,522,Potential Loyalists
10577.0,1,43,8837.52,5,5,5,555,Champions
10578.0,7,32,6565.47,5,5,5,555,Champions
10579.0,26,11,1739.02,3,2,2,322,Potential Loyalists
10580.0,1,20,3247.78,5,4,3,543,Loyal Customers
10581.0,367,2,449.81999999999994,1,1,1,111,Lost Customers
10582.0,126,4,252.01999999999998,1,1,1,111,Lost Customers
10583.0,222,9,1673.6100000000001,1,2,2,122,Lost Customers
10584.0,157,6,786.65,1,1,1,111,Lost Customers
10585.0,2,31,6195.57,5,5,5,555,Champions
10586.0,1,64,10623.63,5,5,5,555,Champions
10587.0,65,4,868.13,2,1,1,211,Lost Customers
10588.0,17,12,2629.35,4,3,3,433,Potential Loyalists
10589.0,1,16,2252.13,5,3,2,532,Potential Loyalists
10590.0,22,55,11351.85,3,5,5,355,Loyal Customers
10591.0,104,10,1883.12,1,2,2,122,Lost Customers
10592.0,114,14,2076.06,1,3,2,132,At Risk
10593.0,24,44,8089.34,3,5,5,355,Loyal Customers
10594.0,5,1,98.15,5,1,1,511,Potential Loyalists
10595.0,95,5,788.9200000000001,1,1,1,111,Lost Customers
10596.0,127,11,2376.52,1,2,3,123,Potential Loyalists
10597.0,22,6,1399.37,3,1,2,312,Potential Loyalists
10598.0,62,30,5997.23,2,5,5,255,At Risk
10599.0,6,19,4303.099999999999,5,4,4,544,Champions
10600.0,527,2,255.88,1,1,1,111,Lost Customers
10601.0,81,19,4044.12,1,4,4,144,At Risk
10602.0,6,9,1666.72,5,2,2,522,Potential Loyalists
10603.0,2,36,5429.05,5,5,4,554,Champions
10604.0,26,11,2135.46,3,2,2,322,Potential Loyalists
10605.0,9,14,3666.4900000000002,4,3,4,434,Big Spenders
10606.0,32,27,5567.17,3,4,5,345,Loyal Customers
10607.0,12,41,7097.58,4,5,5,455,Champions
10608.0,70,14,2250.89,2,3,2,232,At Risk
10609.0,67,2,592.63,2,1,1,211,Lost Customers
10610.0,6,31,5412.69,5,5,4,554,Champions
10611.0,169,4,540.34,1,1,1,111,Lost Customers
10612.0,20,19,3222.68,3,4,3,343,Loyal Customers
10613.0,113,7,1458.3,1,1,2,112,Lost Customers
10614.0,4,28,6114.87,5,5,5,555,Champions
10615.0,5,10,1913.96,5,2,2,522,Potential Loyalists
10616.0,6,6,490.83000000000004,5,1,1,511,Potential Loyalists
10617.0,89,19,4024.94,1,4,4,144,At Risk
10618.0,17,16,4410.61,4,3,4,434,Big Spenders
10619.0,84,7,1556.23,1,1,2,112,Lost Customers
10620.0,19,45,8462.01,4,5,5,455,Champions
10621.0,101,9,2072.44,1,2,2,122,Lost Customers
10622.0,7,16,4056.3,5,3,4,534,Big Spenders
10623.0,4,23,6017.84,5,4,5,545,Champions
10624.0,173,10,2196.57,1,2,2,122,Lost Customers
10625.0,2,22,4554.6,5,4,4,544,Champions
10626.0,28,14,4456.55,3,3,4,334,Potential Loyalists
10627.0,34,11,2783.39,3,2,3,323,Potential Loyalists
10628.0,1,42,6828.29,5,5,5,555,Champions
10629.0,10,7,1384.0,4,1,2,412,Potential Loyalists
10630.0,14,3,275.32,4,1,1,411,Potential Loyalists
10631.0,9,63,11461.79,4,5,5,455,Champions
10632.0,4,100,19410.97,5,5,5,555,Champions
10633.0,41,12,2741.49,2,3,3,233,At Risk
10634.0,193,2,324.14,1,1,1,111,Lost Customers
10635.0,25,10,2177.22,3,2,2,322,Potential Loyalists
10636.0,18,12,2368.74,4,3,3,433,Potential Loyalists
10637.0,3,17,3845.25,5,3,4,534,Big Spenders
10638.0,54,4,865.27,2,1,1,211,Lost Customers
10639.0,3,20,5523.65,5,4,4,544,Champions
10640.0,4,28,6830.11,5,5,5,555,Champions
10641.0,38,7,1095.6,3,1,1,311,Potential Loyalists
10642.0,61,27,6612.43,2,4,5,245,At Risk
10643.0,3,68,13173.87,5,5,5,555,Champions
10644.0,36,11,2746.78,3,2,3,323,Potential Loyalists
10645.0,22,19,4910.29,3,4,4,344,Loyal Customers
10646.0,51,15,2440.33,2,3,3,233,At Risk
10647.0,6,33,7582.15,5,5,5,555,Champions
10648.0,88,5,932.0600000000001,1,1,1,111,Lost Customers
10649.0,28,18,3323.57,3,4,3,343,Loyal Customers
10650.0,2,13,2646.59,5,3,3,533,Potential Loyalists
10651.0,22,61,12638.7,3,5,5,355,Loyal Customers
10652.0,10,8,1825.67,4,2,2,422,Potential Loyalists
10653.0,7,47,9046.28,5,5,5,555,Champions
10654.0,3,9,1797.1100000000001,5,2,2,522,Potential Loyalists
10655.0,14,19,3300.0,4,4,3,443,Loyal Customers
10656.0,3,20,4356.2300000000005,5,4,4,544,Champions
10657.0,1,7,1291.38,5,1,1,511,Potential Loyalists
10658.0,64,15,3029.72,2,3,3,233,At Risk
10659.0,6,51,10975.32,5,5,5,555,Champions
10660.0,6,15,3031.32,5,3,3,533,Potential Loyalists
10661.0,225,4,1145.82,1,1,1,111,Lost Customers
10662.0,2,18,4929.04,5,4,4,544,Champions
10663.0,65,7,1586.4699999999998,2,1,2,212,Lost Customers
10664.0,133,9,2061.23,1,2,2,122,Lost Customers
10665.0,6,18,5134.82,5,4,4,544,Champions
10666.0,270,4,1121.44,1,1,1,111,Lost Customers
10667.0,77,3,226.47,2,1,1,211,Lost Customers
10668.0,1,24,4466.56,5,4,4,544,Champions
10669.0,389,3,347.17999999999995,1,1,1,111,Lost Customers
10670.0,5,3,127.53,5,1,1,511,Potential Loyalists
10671.0,41,23,4452.17,2,4,4,244,At Risk
10672.0,45,23,3000.53,2,4,3,243,At Risk
10673.0,180,5,731.81,1,1,1,111,Lost Customers
10674.0,24,8,1261.58,3,2,1,321,Potential Loyalists
10675.0,9,32,5316.03,4,5,4,454,Champions
10676.0,59,17,2845.21,2,3,3,233,At Risk
10677.0,20,92,17965.04,3,5,5,355,Loyal Customers
10678.0,51,28,5806.08,2,5,5,255,At Risk
10679.0,32,24,5490.98,3,4,4,344,Loyal Customers
10680.0,55,12,2103.71,2,3,2,232,At Risk
10681.0,5,32,8325.91,5,5,5,555,Champions
10682.0,10,19,4797.38,4,4,4,444,Champions
10683.0,10,38,7465.34,4,5,5,455,Champions
10684.0,43,12,2154.56,2,3,2,232,At Risk
10685.0,28,8,1263.46,3,2,1,321,Potential Loyalists
10686.0,58,6,1218.47,2,1,1,211,Lost Customers
10687.0,27,27,5658.22,3,4,5,345,Loyal Customers
10688.0,18,53,11375.56,4,5,5,455,Champions
10689.0,81,5,1887.93,1,1,2,112,Lost Customers
10690.0,44,15,2531.59,2,3,3,233,At Risk
10691.0,5,21,2995.75,5,4,3,543,Loyal Customers
10692.0,142,4,901.09,1,1,1,111,Lost Customers
10693.0,26,40,7084.95,3,5,5,355,Loyal Customers
10694.0,74,4,1570.97,2,1,2,212,Lost Customers
10695.0,43,10,2790.24,2,2,3,223,Potential Loyalists
10696.0,106,6,1535.12,1,1,2,112,Lost Customers
10697.0,51,2,548.96,2,1,1,211,Lost Customers
10698.0,41,5,383.51,2,1,1,211,Lost Customers
10699.0,162,5,1248.9,1,1,1,111,Lost Customers
10700.0,52,18,2736.49,2,4,3,243,At Risk
10701.0,1,51,10217.36,5,5,5,555,Champions
10702.0,38,11,2241.02,3,2,2,322,Potential Loyalists
10703.0,46,5,745.6800000000001,2,1,1,211,Lost Customers
10704.0,8,13,2528.82,4,3,3,433,Potential Loyalists
10705.0,17,30,7062.43,4,5,5,455,Champions
10706.0,1,9,1299.35,5,2,1,521,Potential Loyalists
10707.0,137,10,1896.51,1,2,2,122,Lost Customers
10708.0,9,16,2274.14,4,3,2,432,Potential Loyalists
10709.0,20,13,3302.94,3,3,3,333,Potential Loyalists
10710.0,52,26,4966.6,2,4,4,244,At Risk
10711.0,26,21,3375.9300000000003,3,4,3,343,Loyal Customers
10712.0,22,30,5900.76,3,5,5,355,Loyal Customers
10713.0,39,4,681.99,2,1,1,211,Lost Customers
10714.0,94,10,1820.02,1,2,2,122,Lost Customers
10715.0,11,13,2038.75,4,3,2,432,Potential Loyalists
10716.0,24,7,1881.63,3,1,2,312,Potential Loyalists
10717.0,85,5,1752.14,1,1,2,112,Lost Customers
10718.0,31,22,5008.13,3,4,4,344,Loyal Customers
10719.0,126,6,1079.5,1,1,1,111,Lost Customers
10720.0,215,8,1397.84,1,2,2,122,Lost Customers
10721.0,24,15,3879.36,3,3,4,334,Potential Loyalists
10722.0,14,42,8793.61,4,5,5,455,Champions
10724.0,160,3,274.21000000000004,1,1,1,111,Lost Customers
10725.0,125,9,1093.77,1,2,1,121,Lost Customers
10726.0,1,41,8570.22,5,5,5,555,Champions
10727.0,117,10,2289.29,1,2,3,123,Potential Loyalists
10728.0,41,29,5068.07,2,5,4,254,At Risk
10729.0,292,7,817.4300000000001,1,2,1,121,Lost Customers
10730.0,2,3,246.39,5,1,1,511,Potential Loyalists
10731.0,6,24,4273.38,5,4,4,544,Champions
10732.0,56,14,3828.18,2,3,4,234,At Risk
10733.0,8,19,4868.91,4,4,4,444,Champions
10734.0,25,12,3007.34,3,3,3,333,Potential Loyalists
10735.0,14,18,4606.92,4,4,4,444,Champions
10736.0,10,19,5038.22,4,4,4,444,Champions
10737.0,5,20,5251.82,5,4,4,544,Champions
10738.0,3,28,5745.4400000000005,5,5,5,555,Champions
10739.0,11,8,880.24,4,2,1,421,Potential Loyalists
10740.0,2,5,776.41,5,1,1,511,Potential Loyalists
10741.0,55,30,5507.89,2,5,4,254,At Risk
10742.0,1,40,9342.86,5,5,5,555,Champions
10743.0,31,6,1628.79,3,1,2,312,Potential Loyalists
10744.0,64,3,271.85,2,1,1,211,Lost Customers
10745.0,30,15,3020.6,3,3,3,333,Potential Loyalists
10746.0,7,31,5608.96,5,5,5,555,Champions
10747.0,27,43,7469.01,3,5,5,355,Loyal Customers
10748.0,35,20,3786.9300000000003,3,4,4,344,Loyal Customers
10749.0,65,10,1882.63,2,2,2,222,Lost Customers
10750.0,28,9,1661.07,3,2,2,322,Potential Loyalists
10751.0,126,13,2801.1000000000004,1,3,3,133,At Risk
10752.0,61,7,2020.28,2,2,2,222,Lost Customers
10753.0,87,6,1715.48,1,1,2,112,Lost Customers
10754.0,3,86,17683.27,5,5,5,555,Champions
10755.0,28,57,12792.07,3,5,5,355,Loyal Customers
10756.0,22,37,7777.34,3,5,5,355,Loyal Customers
10757.0,92,12,1844.7,1,3,2,132,At Risk
10758.0,28,20,4732.03,3,4,4,344,Loyal Customers
10759.0,12,21,5524.12,4,4,4,444,Champions
10760.0,31,23,4750.02,3,4,4,344,Loyal Customers
10761.0,8,31,6067.13,4,5,5,455,Champions
10762.0,3,24,4850.4800000000005,5,4,4,544,Champions
10763.0,11,18,3000.27,4,4,3,443,Loyal Customers
10764.0,31,19,4316.62,3,4,4,344,Loyal Customers
10765.0,2,27,4763.42,5,4,4,544,Champions
10766.0,75,4,641.44,2,1,1,211,Lost Customers
10767.0,17,19,4650.92,4,4,4,444,Champions
10768.0,44,9,1788.72,2,2,2,222,Lost Customers
10769.0,154,6,736.73,1,1,1,111,Lost Customers
10770.0,4,65,10397.48,5,5,5,555,Champions
10771.0,5,58,11483.79,5,5,5,555,Champions
10772.0,1,42,6885.9,5,5,5,555,Champions
10773.0,40,22,3471.96,2,4,4,244,At Risk
10774.0,2,40,8900.74,5,5,5,555,Champions
10775.0,16,15,3019.12,4,3,3,433,Potential Loyalists
10776.0,78,12,1949.3899999999999,1,3,2,132,At Risk
10777.0,100,6,700.21,1,1,1,111,Lost Customers
10778.0,13,21,3450.89,4,4,4,444,Champions
10779.0,18,9,1384.77,4,2,2,422,Potential Loyalists
10780.0,48,5,768.06,2,1,1,211,Lost Customers
10781.0,52,11,1867.84,2,2,2,222,Lost Customers
10782.0,56,6,522.13,2,1,1,211,Lost Customers
10783.0,17,68,14865.630000000001,4,5,5,455,Champions
10784.0,3,30,6106.93,5,5,5,555,Champions
10785.0,71,15,4095.66,2,3,4,234,At Risk
10786.0,27,16,2285.27,3,3,3,333,Potential Loyalists
10787.0,8,18,4773.49,4,4,4,444,Champions
10788.0,66,15,3200.97,2,3,3,233,At Risk
10789.0,36,7,1149.19,3,2,1,321,Potential Loyalists
10790.0,9,10,2391.6,4,2,3,423,Potential Loyalists
10791.0,129,6,674.42,1,1,1,111,Lost Customers
10792.0,130,4,665.4100000000001,1,1,1,111,Lost Customers
10793.0,34,18,3634.94,3,4,4,344,Loyal Customers
10794.0,16,19,3316.06,4,4,3,443,Loyal Customers
10795.0,34,7,1981.49,3,2,2,322,Potential Loyalists
10796.0,8,11,2319.08,4,2,3,423,Potential Loyalists
10797.0,5,27,5212.64,5,4,4,544,Champions
10798.0,27,36,7065.8,3,5,5,355,Loyal Customers
10799.0,45,25,3596.17,2,4,4,244,At Risk
10800.0,39,13,3525.23,2,3,4,234,At Risk
10801.0,117,7,1636.92,1,2,2,122,Lost Customers
10802.0,34,5,367.19,3,1,1,311,Potential Loyalists
10803.0,21,21,3981.39,3,4,4,344,Loyal Customers
10804.0,55,19,5542.5599999999995,2,4,4,244,At Risk
10805.0,30,40,6639.34,3,5,5,355,Loyal Customers
10806.0,20,35,7374.28,3,5,5,355,Loyal Customers
10807.0,13,10,1630.47,4,2,2,422,Potential Loyalists
10808.0,45,14,2321.38,2,3,3,233,At Risk
10809.0,33,13,3367.81,3,3,3,333,Potential Loyalists
10810.0,19,14,2890.46,4,3,3,433,Potential Loyalists
10811.0,1,11,1738.42,5,2,2,522,Potential Loyalists
10812.0,72,9,1409.5800000000002,2,2,2,222,Lost Customers
10813.0,30,18,2636.2000000000003,3,4,3,343,Loyal Customers
10814.0,157,7,1109.89,1,2,1,121,Lost Customers
10815.0,33,9,1622.37,3,2,2,322,Potential Loyalists
10816.0,38,19,3728.81,3,4,4,344,Loyal Customers
10817.0,8,12,2567.66,4,3,3,433,Potential Loyalists
10818.0,14,16,3913.43,4,3,4,434,Big Spenders
10819.0,46,20,3182.87,2,4,3,243,At Risk
10820.0,178,3,521.94,1,1,1,111,Lost Customers
10821.0,38,10,1167.87,3,2,1,321,Potential Loyalists
10822.0,12,39,8314.49,4,5,5,455,Champions
10823.0,76,14,4292.34,2,3,4,234,At Risk
10824.0,34,3,746.09,3,1,1,311,Potential Loyalists
10825.0,419,3,476.81,1,1,1,111,Lost Customers
10826.0,27,9,1303.4699999999998,3,2,1,321,Potential Loyalists
10827.0,63,20,3389.52,2,4,3,243,At Risk
10828.0,19,10,2525.2,4,2,3,423,Potential Loyalists
10829.0,5,45,8803.0,5,5,5,555,Champions
10830.0,67,2,297.84,2,1,1,211,Lost Customers
10831.0,25,20,3060.49,3,4,3,343,Loyal Customers
10832.0,16,62,11833.75,4,5,5,455,Champions
10833.0,18,6,991.17,4,1,1,411,Potential Loyalists
10834.0,21,13,2156.45,3,3,2,332,Potential Loyalists
10835.0,34,4,397.33,3,1,1,311,Potential Loyalists
10836.0,128,6,1947.67,1,1,2,112,Lost Customers
10837.0,18,12,2428.51,4,3,3,433,Potential Loyalists
10838.0,9,38,5881.01,4,5,5,455,Champions
10839.0,12,65,14998.58,4,5,5,455,Champions
10840.0,80,15,2650.53,1,3,3,133,At Risk
10841.0,3,70,13412.65,5,5,5,555,Champions
10842.0,19,11,2161.23,4,2,2,422,Potential Loyalists
10843.0,6,59,10877.630000000001,5,5,5,555,Champions
10844.0,98,14,3489.1800000000003,1,3,4,134,At Risk
10845.0,59,14,2188.1,2,3,2,232,At Risk
10846.0,44,20,3675.32,2,4,4,244,At Risk
10847.0,10,173,32168.73,4,5,5,455,Champions
10848.0,14,24,4983.62,4,4,4,444,Champions
10849.0,103,7,1257.33,1,2,1,121,Lost Customers
10850.0,9,25,4458.45,4,4,4,444,Champions
10851.0,13,14,2166.13,4,3,2,432,Potential Loyalists
10852.0,349,7,1500.07,1,2,2,122,Lost Customers
10853.0,11,32,6040.83,4,5,5,455,Champions
10854.0,23,11,2234.82,3,2,2,322,Potential Loyalists
10855.0,62,11,2668.42,2,2,3,223,Potential Loyalists
10856.0,9,16,3205.83,4,3,3,433,Potential Loyalists
10857.0,2,21,4176.51,5,4,4,544,Champions
10858.0,13,22,2929.6400000000003,4,4,3,443,Loyal Customers
10859.0,102,2,389.70000000000005,1,1,1,111,Lost Customers
10860.0,18,13,2746.4300000000003,4,3,3,433,Potential Loyalists
10861.0,13,7,1425.37,4,2,2,422,Potential Loyalists
10862.0,218,4,650.86,1,1,1,111,Lost Customers
10863.0,31,9,1778.0,3,2,2,322,Potential Loyalists
10864.0,42,12,2720.33,2,3,3,233,At Risk
10865.0,112,11,1742.94,1,2,2,122,Lost Customers
10866.0,2,38,8616.960000000001,5,5,5,555,Champions
10867.0,189,3,567.8499999999999,1,1,1,111,Lost Customers
10868.0,119,7,1250.18,1,2,1,121,Lost Customers
10869.0,17,11,1693.87,4,2,2,422,Potential Loyalists
10870.0,17,18,3273.44,4,4,3,443,Loyal Customers
10871.0,21,20,5453.84,3,4,4,344,Loyal Customers
10872.0,37,7,847.19,3,2,1,321,Potential Loyalists
10873.0,6,24,5747.0599999999995,5,4,5,545,Champions
10874.0,35,20,3776.17,3,4,4,344,Loyal Customers
10875.0,496,1,150.03,1,1,1,111,Lost Customers
10876.0,42,5,856.92,2,1,1,211,Lost Customers
10877.0,1,13,2533.91,5,3,3,533,Potential Loyalists
10878.0,1,14,3096.87,5,3,3,533,Potential Loyalists
10879.0,23,12,1526.54,3,3,2,332,Potential Loyalists
10880.0,10,13,1816.62,4,3,2,432,Potential Loyalists
10881.0,8,17,3179.82,4,3,3,433,Potential Loyalists
10882.0,2,36,7745.07,5,5,5,555,Champions
10883.0,64,11,2282.35,2,2,3,223,Potential Loyalists
10884.0,6,11,1624.42,5,2,2,522,Potential Loyalists
10885.0,129,4,984.37,1,1,1,111,Lost Customers
10886.0,9,18,4327.84,4,4,4,444,Champions
10887.0,9,45,10121.92,4,5,5,455,Champions
10888.0,21,6,1178.72,3,1,1,311,Potential Loyalists
10889.0,284,4,408.52,1,1,1,111,Lost Customers
10890.0,50,4,484.49,2,1,1,211,Lost Customers
10891.0,1,7,856.98,5,2,1,521,Potential Loyalists
10892.0,120,10,1227.38,1,2,1,121,Lost Customers
10893.0,10,13,2856.5,4,3,3,433,Potential Loyalists
10894.0,40,14,2748.84,2,3,3,233,At Risk
10895.0,36,14,2504.41,3,3,3,333,Potential Loyalists
10896.0,20,39,8910.13,3,5,5,355,Loyal Customers
10897.0,33,15,2552.34,3,3,3,333,Potential Loyalists
10898.0,73,1,491.37,2,1,1,211,Lost Customers
10899.0,56,23,4568.78,2,4,4,244,At Risk
10900.0,91,5,1095.41,1,1,1,111,Lost Customers
10901.0,55,20,3639.77,2,4,4,244,At Risk
10902.0,6,16,2526.91,5,3,3,533,Potential Loyalists
10903.0,19,11,2965.94,4,2,3,423,Potential Loyalists
10904.0,3,59,12633.2,5,5,5,555,Champions
10905.0,18,10,1618.3,4,2,2,422,Potential Loyalists
10906.0,1,88,17470.62,5,5,5,555,Champions
10907.0,18,19,2911.29,4,4,3,443,Loyal Customers
10908.0,237,6,639.96,1,1,1,111,Lost Customers
10909.0,32,19,2916.46,3,4,3,343,Loyal Customers
10910.0,67,6,1238.04,2,1,1,211,Lost Customers
10911.0,93,5,919.4599999999999,1,1,1,111,Lost Customers
10912.0,1,29,5008.68,5,5,4,554,Champions
10913.0,8,27,5248.79,4,4,4,444,Champions
10914.0,211,12,2204.01,1,3,2,132,At Risk
10915.0,41,22,3540.42,2,4,4,244,At Risk
10916.0,8,38,6772.14,4,5,5,455,Champions
10917.0,20,43,7757.03,3,5,5,355,Loyal Customers
10918.0,20,19,4019.6200000000003,3,4,4,344,Loyal Customers
10919.0,11,56,11455.22,4,5,5,455,Champions
10920.0,278,4,1302.71,1,1,1,111,Lost Customers
10921.0,9,16,3321.01,4,3,3,433,Potential Loyalists
10922.0,57,4,629.43,2,1,1,211,Lost Customers
10923.0,12,16,3775.54,4,3,4,434,Big Spenders
10924.0,154,4,546.73,1,1,1,111,Lost Customers
10925.0,39,14,3442.56,2,3,4,234,At Risk
10926.0,9,56,10956.34,4,5,5,455,Champions
10927.0,94,17,3210.3,1,3,3,133,At Risk
10928.0,26,20,4509.12,3,4,4,344,Loyal Customers
10929.0,5,8,1528.93,5,2,2,522,Potential Loyalists
10930.0,48,17,3471.95,2,3,4,234,At Risk
10931.0,23,16,2808.36,3,3,3,333,Potential Loyalists
10932.0,27,18,3539.96,3,4,4,344,Loyal Customers
10933.0,5,32,7010.66,5,5,5,555,Champions
10934.0,2,45,7941.65,5,5,5,555,Champions
10935.0,30,15,2530.5899999999997,3,3,3,333,Potential Loyalists
10936.0,5,21,4277.85,5,4,4,544,Champions
10937.0,23,6,836.01,3,1,1,311,Potential Loyalists
10938.0,22,20,3594.1,3,4,4,344,Loyal Customers
10939.0,43,29,6833.29,2,5,5,255,At Risk
10940.0,1,39,6401.41,5,5,5,555,Champions
10941.0,56,19,4508.89,2,4,4,244,At Risk
10942.0,16,30,6406.43,4,5,5,455,Champions
10943.0,106,14,2132.87,1,3,2,132,At Risk
10944.0,4,40,8903.2,5,5,5,555,Champions
10945.0,91,16,2911.73,1,3,3,133,At Risk
10946.0,14,14,2757.36,4,3,3,433,Potential Loyalists
10947.0,17,31,4899.65,4,5,4,454,Champions
10948.0,143,1,377.64,1,1,1,111,Lost Customers
10949.0,37,21,4324.82,3,4,4,344,Loyal Customers
10951.0,68,3,1999.01,2,1,2,212,Lost Customers
10952.0,85,22,3374.57,1,4,3,143,At Risk
10953.0,26,19,3735.16,3,4,4,344,Loyal Customers
10954.0,2,4,829.38,5,1,1,511,Potential Loyalists
10955.0,190,3,995.28,1,1,1,111,Lost Customers
10956.0,4,42,7385.57,5,5,5,555,Champions
10957.0,12,12,2458.56,4,3,3,433,Potential Loyalists
10958.0,4,82,15711.02,5,5,5,555,Champions
10959.0,22,14,4017.38,3,3,4,334,Potential Loyalists
10960.0,23,18,3829.69,3,4,4,344,Loyal Customers
10961.0,17,45,11753.68,4,5,5,455,Champions
10962.0,87,12,1774.15,1,3,2,132,At Risk
10963.0,19,7,497.1,4,2,1,421,Potential Loyalists
